brand,platform,type,product_name,rating,city,text,sentiment,intent,source_url,review_date,scraped_at,row_hash
Allen Solly,Google,Store Experience,Store Experience,2.0,Mumbai- Oberoi Mall,Running items are sometimes not available which is frustrating.,Negative,General Feedback,,,2026-07-10T18:49:59.692853+00:00,d6f37cbc94f10816
Allen Solly,Google,Store Experience,Store Experience,4.0,Mumbai- Oberoi Mall,Good and attractive sales promotions available for purchase by members.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,f3deca1be791fcbd
Allen Solly,Google,Customer Service,Store Experience,5.0,Mumbai- Oberoi Mall,Friendly staff and very helpful. Nice collection.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,d3c77af1162ba28b
Allen Solly,Google,Store Experience,Store Experience,5.0,Mumbai- Oberoi Mall,It's a great joy to shop here.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,7a2338256673e9fe
Allen Solly,Google,Customer Service,Store Experience,5.0,Mumbai- Oberoi Mall,Excellent collection and service.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,b8653b49b2c3324c
Allen Solly,Google,Store Experience,Store Experience,2.0,Mumbai- Oberoi Mall,Daily running items are sometimes not available which is frustrating.,Negative,General Feedback,,,2026-07-10T18:49:59.692853+00:00,6913703ceb84b211
Allen Solly,Google,Store Experience,Store Experience,5.0,Bangalore–Indiranagar,Great experience. Perfect place to buy formals especially for women with wide range.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,8716b6168b1c6b14
Allen Solly,Google,Customer Service,Store Experience,5.0,Bangalore–Indiranagar,Fabric quality is excellent and staff was courteous and helpful.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,f54f09db28138376
Allen Solly,Google,Store Experience,Store Experience,1.0,Bangalore–Indiranagar,Cheating customers in the name of offers like buy 3 get 3.,Negative,General Feedback,,,2026-07-10T18:49:59.692853+00:00,f211c9f30b572a2b
Allen Solly,Google,Store Experience,Store Experience,4.0,Bangalore–Indiranagar,Good collection for men and women with plenty of choices.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,9bf21e28ba1326bf
Allen Solly,Google,Store Experience,Store Experience,4.0,Bangalore–Indiranagar,Clean layout and easy to navigate store with decent collection.,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,b084e2a1b1f35848
Allen Solly,Google,Customer Service,Store Experience,5.0,Bangalore–Indiranagar,Really nice store for formal and semi formal clothes with helpful staff.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,a91d6eccafbec1ff
Allen Solly,Google,Customer Service,Store Experience,5.0,Bangalore–Indiranagar,Great support and guidance from staff.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,72da112eeaec71ae
Allen Solly,Google,Store Experience,Store Experience,4.0,Bangalore–Indiranagar,Good fitting for women clothing.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,7eb6df74c6341aae
Allen Solly,Google,Store Experience,Store Experience,1.0,Bangalore–Indiranagar,Worst store experience with no return policy and poor options.,Negative,Complaint,,,2026-07-10T18:49:59.692853+00:00,7df7e188378e932f
Allen Solly,Google,Customer Service,Store Experience,2.0,Bangalore–Indiranagar,Staff tried to hide discounted designs and forced purchases.,Negative,General Feedback,,,2026-07-10T18:49:59.692853+00:00,069a78358a706ac3
Allen Solly,Google,Customer Service,Store Experience,2.0,Bangalore–Indiranagar,After-sale service is horrible and ruins overall experience.,Negative,General Feedback,,,2026-07-10T18:49:59.692853+00:00,5f597f743bff2767
Allen Solly,Google,Customer Service,Store Experience,1.0,Bangalore–Indiranagar,Staff did not help and behaved unprofessionally.,Negative,General Feedback,,,2026-07-10T18:49:59.692853+00:00,2cc1033312e88eb0
Allen Solly,Google,Customer Service,Store Experience,5.0,Bangalore–Indiranagar,Better collection compared to other stores and helpful staff.,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,09426e4bb7a632dc
Allen Solly,Google,Pricing,Store Experience,4.0,Bangalore–Indiranagar,Good selection and decent fitting for the price range.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,b40a63ea54bd8918
Allen Solly,Google,Store Experience,Store Experience,3.0,Bangalore–Indiranagar,Limited collection but available across budget range.,Neutral,General Feedback,,,2026-07-10T18:49:59.692853+00:00,2720a0408746babc
Allen Solly,Google,Product Quality,Store Experience,2.0,Bangalore–Indiranagar,Clothes are expensive compared to quality.,Negative,General Feedback,,,2026-07-10T18:49:59.692853+00:00,74441614ccfcebc0
Allen Solly,Google,Customer Service,Store Experience,4.0,Bangalore–Indiranagar,Good collection and helpful staff with nice ambience.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,278f7b291bc4cbd5
Allen Solly,Google,Customer Service,Store Experience,1.0,Bangalore–Indiranagar,Alteration service was delayed and poorly handled.,Negative,Complaint,,,2026-07-10T18:49:59.692853+00:00,5ef320453664509e
Allen Solly,Google,Customer Service,Store Experience,2.0,Bangalore–Indiranagar,Poor customer service and rude behavior from staff.,Negative,Complaint,,,2026-07-10T18:49:59.692853+00:00,9fd21cf8725c04c8
Allen Solly,Google,Product Quality,Store Experience,5.0,Bangalore–Indiranagar,Very clean store with organized layout and good product quality.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,a9ebd7ddee6d48ca
Allen Solly,Google,Store Experience,Store Experience,4.0,Delhi–Inner Circle,Good store with large variety and spacious showroom.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,f853935d72e60eca
Allen Solly,Google,Store Experience,Store Experience,4.0,Delhi–Inner Circle,"Good collection for women, men and kids with formal options.",Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,a9ba3c939affa97f
Allen Solly,Google,Store Experience,Store Experience,4.0,Delhi–Inner Circle,Nice designs and classy clothing options.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,925a21ad8de37acb
Allen Solly,Google,Store Experience,Store Experience,5.0,Delhi–Inner Circle,Amazing outlet with great discounts and collection.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,ce23f025f6cb2b53
Allen Solly,Google,Customer Service,Store Experience,4.0,Delhi–Inner Circle,Nice staff with good clothing collection.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,1027c61f84340bc7
Allen Solly,Google,Product Quality,Store Experience,1.0,Delhi–Inner Circle,Very poor quality trousers and disappointing product experience.,Negative,Complaint,,,2026-07-10T18:49:59.692853+00:00,815b9600f41643bd
Allen Solly,Google,Customer Service,Store Experience,5.0,Delhi–Inner Circle,Staff is very helpful and shows variety based on customer needs.,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,e1d36d888b6c6156
Allen Solly,Google,Store Experience,Store Experience,4.0,Delhi–Inner Circle,"Complete store for men, women and kids clothing.",Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,ca596fdaa61b1aeb
Allen Solly,Google,Customer Service,Store Experience,5.0,Delhi–Inner Circle,Friendly and accommodating staff who make effort for customers.,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,4a57647ab3aacb7d
Allen Solly,Google,Customer Service,Store Experience,5.0,Delhi–Inner Circle,"Extremely helpful staff, even extended store hours for service.",Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,8ad4403245edc297
Allen Solly,Google,Store Experience,Store Experience,3.0,Delhi–Inner Circle,Good store but limited variety and offers.,Neutral,Recommendation,,,2026-07-10T18:49:59.692853+00:00,7907054877d74559
Allen Solly,Google,Product Quality,Store Experience,4.0,Delhi–Inner Circle,Great quality clothing with wide variety.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,216f694b9b0e435e
Allen Solly,Google,Store Experience,Store Experience,4.0,Delhi–Inner Circle,Affordable pricing with good collection and warranty support.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,481608edc1c03270
Allen Solly,Google,Customer Service,Store Experience,5.0,Delhi–Inner Circle,Staff assisted very well and helped in decision making.,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,4f442dece85d6a01
Allen Solly,Google,Customer Service,Store Experience,4.0,Delhi–Inner Circle,Central location with wide range and helpful staff.,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,7e97cb0bebf9a61d
Allen Solly,Google,Product Quality,Store Experience,3.0,Delhi–Inner Circle,Good quality but slightly expensive for new arrivals.,Neutral,Recommendation,,,2026-07-10T18:49:59.692853+00:00,34e37d47adbebceb
Allen Solly,Google,Store Experience,Store Experience,4.0,Delhi–Inner Circle,Good variety of trendy and office clothing.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,cbee533191a7546e
Allen Solly,Google,Store Experience,Store Experience,3.0,Delhi–Inner Circle,Store was crowded but had good product range.,Neutral,Recommendation,,,2026-07-10T18:49:59.692853+00:00,1406fec0640ceb80
Allen Solly,Google,Customer Service,Store Experience,5.0,Delhi–Inner Circle,Polite and knowledgeable staff with good value for money.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,fcb4277fdc3f3456
Allen Solly,Google,Customer Service,Store Experience,5.0,Delhi–Inner Circle,"Good collection, helpful staff and pleasant shopping experience.",Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,944ad6eb4d317605
Van Heusen,Google,Pricing,Store Experience,2.0,Delhi–Connaught Place,Same product available online at lower price,Negative,General Feedback,,,2026-07-10T18:49:59.692853+00:00,ce33ce9ea2b93500
Van Heusen,Google,Customer Service,Store Experience,3.0,Delhi–Connaught Place,Staff is good but prices are high,Neutral,Recommendation,,,2026-07-10T18:49:59.692853+00:00,f7c0f514f552ec8f
Van Heusen,Google,Store Experience,Store Experience,3.0,Delhi–Connaught Place,Good store but limited variety available,Neutral,Recommendation,,,2026-07-10T18:49:59.692853+00:00,7d7c34e8aa138dc0
Van Heusen,Google,Customer Service,Store Experience,5.0,Delhi–Connaught Place,Friendly staff and good service,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,8c6596169ce34206
Van Heusen,Google,Customer Service,Store Experience,1.0,Delhi–Connaught Place,Very poor customer service experience,Negative,Complaint,,,2026-07-10T18:49:59.692853+00:00,bba6fc6fae66f2cb
Van Heusen,Google,Customer Service,Store Experience,2.0,Delhi–Connaught Place,Payment issues and poor handling by staff,Negative,Complaint,,,2026-07-10T18:49:59.692853+00:00,6160b6235b737c7e
Van Heusen,Google,Store Experience,Store Experience,4.0,Delhi–Connaught Place,Good collection of formal and casual wear,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,938f683fe1c6d070
Van Heusen,Google,Customer Service,Store Experience,4.0,Delhi–Connaught Place,Nice ambience and helpful staff,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,139ebc3d6f1a02de
Van Heusen,Google,Store Operations,Store Experience,1.0,Delhi–Connaught Place,Poor billing experience and careless handling,Negative,Complaint,,,2026-07-10T18:49:59.692853+00:00,c50f349b9623a8da
Van Heusen,Google,Store Experience,Store Experience,1.0,Delhi–Connaught Place,Misleading offers and trust issues,Negative,Complaint,,,2026-07-10T18:49:59.692853+00:00,d3dad5fe7baa48ec
Van Heusen,Google,Customer Service,Store Experience,4.0,Delhi–Connaught Place,Good collection and courteous staff,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,e20388c8953b763c
Van Heusen,Google,Customer Service,Store Experience,2.0,Delhi–Connaught Place,Rude staff behavior and lack of formal collection,Negative,General Feedback,,,2026-07-10T18:49:59.692853+00:00,8de0cff50d3d7b4b
Van Heusen,Google,Store Experience,Store Experience,5.0,Delhi–Connaught Place,Great shopping experience with good variety,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,4957bc3ff29d8196
Van Heusen,Google,Product Quality,Store Experience,4.0,Delhi–Connaught Place,Good quality clothing and fitting options,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,2bb88d5b45c0376e
Van Heusen,Google,Store Experience,Store Experience,4.0,Mumbai–Phoenix Mall,Good variety and nice material with good fitting options.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,217f5e535ad5c7e5
Van Heusen,Google,Customer Service,Store Experience,5.0,Mumbai–Phoenix Mall,Staff is friendly and helps in selecting clothes based on preference.,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,66e556a7d8bc1ecd
Van Heusen,Google,Customer Service,Store Experience,5.0,Mumbai–Phoenix Mall,Amazing customer service and good collection of apparel.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,c8de963f3ea0ed1b
Van Heusen,Google,Store Experience,Store Experience,4.0,Mumbai–Phoenix Mall,Good deals available and overall nice shopping experience.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,c1189a4e8c4d0629
Van Heusen,Google,Customer Service,Store Experience,5.0,Mumbai–Phoenix Mall,Staff is very supportive and has good fashion sense.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,7c251ef12d128e50
Van Heusen,Google,Store Experience,Store Experience,4.0,Mumbai–Phoenix Mall,Nice store layout with decent collection of products.,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,ee309b9ef15eb636
Louis Philippe,Google,Customer Service,Store Experience,5.0,Mumbai–Linking Road,Great store with helpful staff and good collection of clothing,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,9471ed322c84a361
Louis Philippe,Google,Customer Service,Store Experience,5.0,Mumbai–Linking Road,Staff was very supportive and suggested good blazer options,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,270f1c63fc428ad6
Louis Philippe,Google,Store Experience,Store Experience,4.0,Mumbai–Linking Road,Nice store with decent variety of formal wear,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,d4e2a7b71e81fdf6
Louis Philippe,Google,Customer Service,Store Experience,5.0,Mumbai–Linking Road,Excellent service and staff gives personal attention,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,5604656dfb73b1e9
Louis Philippe,Google,Store Experience,Store Experience,4.0,Mumbai–Linking Road,Good collection of shirts and accessories,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,0be4cf10def7b6ee
Louis Philippe,Google,Customer Service,Store Experience,5.0,Mumbai–Linking Road,Staff helped in selecting products based on needs,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,85d199748ea05196
Louis Philippe,Google,Store Experience,Store Experience,4.0,Mumbai–Linking Road,Nice ambience and comfortable shopping experience,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,4f579771b7cfabe0
Louis Philippe,Google,Store Experience,Store Experience,3.0,Mumbai–Linking Road,Good store but pricing is slightly high,Neutral,Recommendation,,,2026-07-10T18:49:59.692853+00:00,455ddd7ba2510218
Louis Philippe,Google,Customer Service,Store Experience,5.0,Mumbai–Linking Road,Very good quality products and helpful service,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,45fc27d8aad322ef
Louis Philippe,Google,Store Experience,Store Experience,4.0,Mumbai–Linking Road,Good variety of formal and casual wear,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,f745269e5a9142d9
Louis Philippe,Google,Customer Service,Store Experience,5.0,Mumbai–Linking Road,Staff is friendly and attentive,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,9bf5d39b483b9688
Louis Philippe,Google,Store Experience,Store Experience,3.0,Mumbai–Linking Road,Collection is decent but not very extensive,Neutral,General Feedback,,,2026-07-10T18:49:59.692853+00:00,6fc0fb2999367de2
Louis Philippe,Google,Product Quality,Store Experience,4.0,Mumbai–Linking Road,Good store with quality products,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,0d96f7342e6d61af
Louis Philippe,Google,Customer Service,Store Experience,5.0,Mumbai–Linking Road,Helpful staff and smooth overall shopping experience,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,d5b061ec57b0d23d
Louis Philippe,Google,Store Experience,Store Experience,4.0,Mumbai–Linking Road,Good experience with decent selection of blazers and suits,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,a83ceb73d0b6a64f
Louis Philippe,Google,Store Experience,Store Experience,4.0,Delhi–Connaught Place,Wide range of clothing and good store layout,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,1ab6dca8af805f8a
Louis Philippe,Google,Customer Service,Store Experience,5.0,Delhi–Connaught Place,Very helpful staff and excellent service,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,2145bdee0086bece
Louis Philippe,Google,Store Experience,Store Experience,4.0,Delhi–Connaught Place,Good variety of formal wear and accessories,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,30b61f65009d02de
Louis Philippe,Google,Store Experience,Store Experience,5.0,Delhi–Connaught Place,Large store with multiple floors and great collection,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,35c113983388854a
Louis Philippe,Google,Customer Service,Store Experience,4.0,Delhi–Connaught Place,Friendly staff and comfortable trial rooms,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,204b5cfd5045d563
Louis Philippe,Google,Store Experience,Store Experience,3.0,Delhi–Connaught Place,Good store but after-sales support could be improved,Neutral,Recommendation,,,2026-07-10T18:49:59.692853+00:00,fec2dd7c899a5ce9
Louis Philippe,Google,Store Experience,Store Experience,2.0,Delhi–Connaught Place,Issue with exchange policy and missing product tag,Negative,Complaint,,,2026-07-10T18:49:59.692853+00:00,f3149672c4f04b86
Louis Philippe,Google,Customer Service,Store Experience,5.0,Delhi–Connaught Place,Staff is polite and assists customers well,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,ee522397b334f278
Louis Philippe,Google,Store Experience,Store Experience,4.0,Delhi–Connaught Place,Good collection across multiple categories,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,6d6c788065626f1f
Louis Philippe,Google,Customer Service,Store Experience,5.0,Delhi–Connaught Place,Excellent store ambience and service,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,afd3a983c22aa53a
Louis Philippe,Google,Store Experience,Store Experience,4.0,Delhi–Connaught Place,Spacious store with good product display,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,246b94b6183981b6
Louis Philippe,Google,Customer Service,Store Experience,3.0,Delhi–Connaught Place,Decent collection but service inconsistency,Neutral,General Feedback,,,2026-07-10T18:49:59.692853+00:00,ffef570c5993ecd3
Louis Philippe,Google,Customer Service,Store Experience,5.0,Delhi–Connaught Place,Helpful staff and smooth shopping experience,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,dc8c5636005ad69a
Louis Philippe,Google,Store Experience,Store Experience,4.0,Delhi–Connaught Place,Good variety but slightly expensive,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,e09364850cde538a
Louis Philippe,Google,Store Experience,Store Experience,5.0,Bangalore–Indiranagar,Flagship store with excellent shopping experience and premium feel,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,8cafa741a09d4d91
Louis Philippe,Google,Customer Service,Store Experience,5.0,Bangalore–Indiranagar,Exceptional service and well-maintained store environment,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,111bc62897175b05
Louis Philippe,Google,Store Experience,Store Experience,4.0,Bangalore–Indiranagar,Large store with good collection of formal and casual wear,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,3f43de12a4198f73
Louis Philippe,Google,Customer Service,Store Experience,5.0,Bangalore–Indiranagar,Staff is very helpful and provides personalized assistance,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,fd0c7a4ad78b4616
Louis Philippe,Google,Store Experience,Store Experience,4.0,Bangalore–Indiranagar,Wide range of clothing options and good layout,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,a285dbdffb1964bd
Louis Philippe,Google,Product Quality,Store Experience,5.0,Bangalore–Indiranagar,One of the best stores with premium quality products,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,47af1524d5654620
Louis Philippe,Google,Store Experience,Store Experience,4.0,Bangalore–Indiranagar,Good selection of business casual and formal wear,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,055d215a88e1f100
Louis Philippe,Google,Customer Service,Store Experience,5.0,Bangalore–Indiranagar,Friendly staff and smooth shopping experience,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,bbc9f0a4ad80076d
Louis Philippe,Google,Store Experience,Store Experience,3.0,Bangalore–Indiranagar,Good store but pricing is slightly high,Neutral,Recommendation,,,2026-07-10T18:49:59.692853+00:00,455ddd7ba2510218
Louis Philippe,Google,Store Experience,Store Experience,4.0,Bangalore–Indiranagar,Nice ambience and spacious showroom,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,22fd4c0fee9c85cd
Louis Philippe,Google,Customer Service,Store Experience,5.0,Bangalore–Indiranagar,Great collection with attentive service,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,e84f42d5c6b1ea7d
Louis Philippe,Google,Store Experience,Store Experience,3.0,Bangalore–Indiranagar,Decent variety but could improve pricing,Neutral,General Feedback,,,2026-07-10T18:49:59.692853+00:00,3d6fb6e0ebf37e85
Louis Philippe,Google,Product Quality,Store Experience,4.0,Bangalore–Indiranagar,Good store with quality clothing options,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,b9417e8e1f86787e
Louis Philippe,Google,Store Experience,Store Experience,5.0,Bangalore–Indiranagar,Excellent customer experience overall,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,883f00c08050e707
Louis Philippe,Google,Store Experience,Store Experience,4.0,Bangalore–Indiranagar,Large showroom with multiple product categories,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,0779e37069518ad9
Peter England,Google,Store Experience,Store Experience,5.0,Delhi–Connaught Place,Stylish and affordable clothing with great collection,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,3f92ac44fd7f7ca5
Peter England,Google,Customer Service,Store Experience,5.0,Delhi–Connaught Place,Staff is knowledgeable and helps with selection,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,a27bdeb842aed795
Peter England,Google,Product Quality,Store Experience,4.0,Delhi–Connaught Place,Good fit and high quality materials,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,d2b343922315a401
Peter England,Google,Customer Service,Store Experience,5.0,Delhi–Connaught Place,Excellent shopping experience and smooth service,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,90c948fae29371a8
Peter England,Google,Store Experience,Store Experience,4.0,Delhi–Connaught Place,Good discounts and value for money,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,09a009b81432b76a
Peter England,Google,Store Experience,Store Experience,5.0,Delhi–Connaught Place,Wide range of shirts and blazers available,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,c9327afc0ecc7b7c
Peter England,Google,Store Experience,Store Experience,5.0,Bangalore- 100 Feet Road,Good collection of formal and business casual clothing,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,ea68419ee0528914
Peter England,Google,Customer Service,Store Experience,4.0,Bangalore- 100 Feet Road,Staff is helpful and store is well maintained,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,691ab74bcfbe1b09
Peter England,Google,Product Quality,Store Experience,5.0,Bangalore- 100 Feet Road,Affordable pricing with good quality,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,55abd6b7ad07b5a6
Peter England,Google,Store Experience,Store Experience,4.0,Bangalore- 100 Feet Road,Nice store layout and comfortable shopping experience,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,0d18b2f4cbdf054c
Peter England,Google,Store Experience,Store Experience,3.0,Bangalore- 100 Feet Road,Limited variety in some categories,Neutral,General Feedback,,,2026-07-10T18:49:59.692853+00:00,2dea0231321a87a8
Peter England,Google,Store Experience,Store Experience,5.0,Bangalore- 100 Feet Road,Good value for money and reliable brand,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,1df9ccb6b9c778e8
Peter England,Google,Store Experience,Store Experience,5.0,Mumbai- Phoenix City Msll,Excellent variety of formal and casual clothing,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,81321806b0afd040
Peter England,Google,Customer Service,Store Experience,5.0,Mumbai- Phoenix City Msll,Very good service and helpful staff,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,7abc14094ed58a09
Peter England,Google,Store Experience,Store Experience,4.0,Mumbai- Phoenix City Msll,Good collection but fewer options in T-shirts,Positive,Recommendation,,,2026-07-10T18:49:59.692853+00:00,0e3c521d53fb3823
Peter England,Google,Store Experience,Store Experience,5.0,Mumbai- Phoenix City Msll,Store layout is clean and easy to navigate,Positive,General Feedback,,,2026-07-10T18:49:59.692853+00:00,5e48c43e58963385
