brand,platform,type,product_name,rating,city,text,sentiment,intent,source_url,review_date,scraped_at,row_hash
Allen Solly,Google,Product Quality,,1.0,Allen Solly store Delhi Connaught Place — Delhi Connaught Place,Worst quality of formal pant I have purchased around INR 36k mostly formal shirts and pants but it’s totally worthless I am really disappointed with Allen Solly . Specifically trouser quality is too poor.,Negative,Complaint,"https://www.google.com/maps/place/Allen+Solly,+CP/@28.6313629,77.2205529,17z/data=!3m1!4b1!4m6!3m5!1s0x390cfd94a70c295d:0xfbda2db2b491f306!8m2!3d28.6313629!4d77.2205529!16s%2Fg%2F1v2gc3px?entry=ttu&g_ep=EgoyMDI2MDcwNy4wIKXMDSoASAFQAw%3D%3D",,2026-07-10T16:49:02.636843+00:00,b19f3223428572f1
Allen Solly,Google,Store Experience,,4.0,Allen Solly store Delhi Connaught Place — Delhi Connaught Place,A complete store for women kid and men wear for clothing,Neutral,General Feedback,"https://www.google.com/maps/place/Allen+Solly,+CP/@28.6313629,77.2205529,17z/data=!3m1!4b1!4m6!3m5!1s0x390cfd94a70c295d:0xfbda2db2b491f306!8m2!3d28.6313629!4d77.2205529!16s%2Fg%2F1v2gc3px?entry=ttu&g_ep=EgoyMDI2MDcwNy4wIKXMDSoASAFQAw%3D%3D",,2026-07-10T16:49:02.636854+00:00,a6e61064265843b3
Allen Solly,Google,Customer Service,,5.0,Allen Solly store Delhi Connaught Place — Delhi Connaught Place,"Awesome staff, unbelievably helpful, even kept the store open after their regular operational hours specially for us. And yes, when asked for water, I was given 250ml bisleri bottle twice and not tap water.",Positive,Recommendation,"https://www.google.com/maps/place/Allen+Solly,+CP/@28.6313629,77.2205529,17z/data=!3m1!4b1!4m6!3m5!1s0x390cfd94a70c295d:0xfbda2db2b491f306!8m2!3d28.6313629!4d77.2205529!16s%2Fg%2F1v2gc3px?entry=ttu&g_ep=EgoyMDI2MDcwNy4wIKXMDSoASAFQAw%3D%3D",,2026-07-10T16:49:02.636864+00:00,7077c27c544d44ec
Allen Solly,Google,Store Experience,,4.0,"Allen Solly - Select City walk Mall, Saket — Delhi Inner Circle","Allen Solly, Saket District Centre. Good for trousers. Other clothing also available including little bit shoe and socks. Also so many choices available for shirts, t-shirt amd belt. Wallet also there but not good. Trousers are pretty good …",Positive,General Feedback,"https://www.google.com/maps/place/Allen+Solly+-+Select+City+walk+Mall,+Saket/data=!4m7!3m6!1s0x390d02b7e2023b8f:0xd28070cecceecb5c!8m2!3d28.528947!4d77.2197547!16s%2Fg%2F11f3tv3c_z!19sChIJjzsC4rcCDTkRXMvuzM5wgNI?authuser=0&hl=en&rclk=1",,2026-07-10T16:49:02.636966+00:00,01a86c502308ca48
Allen Solly,Google,Store Experience,,5.0,"Allen Solly - Select City walk Mall, Saket — Delhi Inner Circle",Trendy styles and  good collection of tshirts and jackets,Positive,General Feedback,"https://www.google.com/maps/place/Allen+Solly+-+Select+City+walk+Mall,+Saket/data=!4m7!3m6!1s0x390d02b7e2023b8f:0xd28070cecceecb5c!8m2!3d28.528947!4d77.2197547!16s%2Fg%2F11f3tv3c_z!19sChIJjzsC4rcCDTkRXMvuzM5wgNI?authuser=0&hl=en&rclk=1",,2026-07-10T16:49:02.636982+00:00,bf1897939a5bea8d
Allen Solly,Google,Fit & Sizing,,1.0,"Allen Solly - Select City walk Mall, Saket — Delhi Inner Circle","I recently had the most pathetic experience at Allen Solly Select Citywalk branch. I bought a cocktail jacker for my dad's birthday. He usually wears shirt of size 44, and hence considering the margins, i bought size 46 for the jacket. …",Negative,Complaint,"https://www.google.com/maps/place/Allen+Solly+-+Select+City+walk+Mall,+Saket/data=!4m7!3m6!1s0x390d02b7e2023b8f:0xd28070cecceecb5c!8m2!3d28.528947!4d77.2197547!16s%2Fg%2F11f3tv3c_z!19sChIJjzsC4rcCDTkRXMvuzM5wgNI?authuser=0&hl=en&rclk=1",,2026-07-10T16:49:02.636991+00:00,544505a274d10038
Allen Solly,Google,Product Quality,,5.0,"Allen Solly - Select City walk Mall, Saket — Delhi Inner Circle",Liked d quality of d stuff.,Positive,General Feedback,"https://www.google.com/maps/place/Allen+Solly+-+Select+City+walk+Mall,+Saket/data=!4m7!3m6!1s0x390d02b7e2023b8f:0xd28070cecceecb5c!8m2!3d28.528947!4d77.2197547!16s%2Fg%2F11f3tv3c_z!19sChIJjzsC4rcCDTkRXMvuzM5wgNI?authuser=0&hl=en&rclk=1",,2026-07-10T16:49:02.637001+00:00,cc535813e2a6989d
Allen Solly,Google,Customer Service,,5.0,"Allen Solly - Select City walk Mall, Saket — Delhi Inner Circle",Beautiful store but little bit improvement is required in staff.Few of the staff is not making much response to customer,Positive,General Feedback,"https://www.google.com/maps/place/Allen+Solly+-+Select+City+walk+Mall,+Saket/data=!4m7!3m6!1s0x390d02b7e2023b8f:0xd28070cecceecb5c!8m2!3d28.528947!4d77.2197547!16s%2Fg%2F11f3tv3c_z!19sChIJjzsC4rcCDTkRXMvuzM5wgNI?authuser=0&hl=en&rclk=1",,2026-07-10T16:49:02.637009+00:00,cafab2a60bdf5b14
Allen Solly,Google,Pricing,,4.0,"Allen Solly - Select City walk Mall, Saket — Delhi Inner Circle",Nice products but you can get them at a cheaper price at a factory outlet,Positive,Recommendation,"https://www.google.com/maps/place/Allen+Solly+-+Select+City+walk+Mall,+Saket/data=!4m7!3m6!1s0x390d02b7e2023b8f:0xd28070cecceecb5c!8m2!3d28.528947!4d77.2197547!16s%2Fg%2F11f3tv3c_z!19sChIJjzsC4rcCDTkRXMvuzM5wgNI?authuser=0&hl=en&rclk=1",,2026-07-10T16:49:02.637022+00:00,5c20b82667250023
Allen Solly,Google,Customer Service,,5.0,"Allen Solly - Select City walk Mall, Saket — Delhi Inner Circle",Decent people to assist you in your purchase. Good Collection as well.,Positive,General Feedback,"https://www.google.com/maps/place/Allen+Solly+-+Select+City+walk+Mall,+Saket/data=!4m7!3m6!1s0x390d02b7e2023b8f:0xd28070cecceecb5c!8m2!3d28.528947!4d77.2197547!16s%2Fg%2F11f3tv3c_z!19sChIJjzsC4rcCDTkRXMvuzM5wgNI?authuser=0&hl=en&rclk=1",,2026-07-10T16:49:02.637030+00:00,e2c631e27e57490f
Allen Solly,Google,Product Quality,,4.0,"Allen Solly - Select City walk Mall, Saket — Delhi Inner Circle","Good quality  of shirts 👕
Fabric was quite  decent
Good brand  for formals ❤ …",Positive,Recommendation,"https://www.google.com/maps/place/Allen+Solly+-+Select+City+walk+Mall,+Saket/data=!4m7!3m6!1s0x390d02b7e2023b8f:0xd28070cecceecb5c!8m2!3d28.528947!4d77.2197547!16s%2Fg%2F11f3tv3c_z!19sChIJjzsC4rcCDTkRXMvuzM5wgNI?authuser=0&hl=en&rclk=1",,2026-07-10T16:49:02.637039+00:00,138c0ac3cad20990
Allen Solly,Google,Store Experience,,4.0,"Allen Solly - Select City walk Mall, Saket — Delhi Inner Circle",In select city mall. We'll maintained. Staffs are cordial,Neutral,General Feedback,"https://www.google.com/maps/place/Allen+Solly+-+Select+City+walk+Mall,+Saket/data=!4m7!3m6!1s0x390d02b7e2023b8f:0xd28070cecceecb5c!8m2!3d28.528947!4d77.2197547!16s%2Fg%2F11f3tv3c_z!19sChIJjzsC4rcCDTkRXMvuzM5wgNI?authuser=0&hl=en&rclk=1",,2026-07-10T16:49:02.637059+00:00,32a3d4312b6337de
Allen Solly,Google,Customer Service,,4.0,"Allen Solly - Select City walk Mall, Saket — Delhi Inner Circle",Good service. Limited but fine variety,Positive,General Feedback,"https://www.google.com/maps/place/Allen+Solly+-+Select+City+walk+Mall,+Saket/data=!4m7!3m6!1s0x390d02b7e2023b8f:0xd28070cecceecb5c!8m2!3d28.528947!4d77.2197547!16s%2Fg%2F11f3tv3c_z!19sChIJjzsC4rcCDTkRXMvuzM5wgNI?authuser=0&hl=en&rclk=1",,2026-07-10T16:49:02.637067+00:00,4b5d79616ee86476
Allen Solly,Google,Product Quality,,1.0,Allen Solly — Delhi Inner Circle,Have not expected such big brand sell their products without a proper quality check. Bought jeans without properly checking the product and surprisedly see the thread coming out at first try. Never had such experience even after using allen solly for so long.,Neutral,General Feedback,https://www.google.com/maps/place/Allen+Solly/data=!4m7!3m6!1s0x390ce25da728a3f1:0xf2ca5d318cdf25e9!8m2!3d28.5702588!4d77.241282!16s%2Fg%2F12hxk5lzt!19sChIJ8aMop13iDDkR6SXfjDFdyvI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.637083+00:00,237cec9540e4a2f7
Allen Solly,Google,Store Experience,,5.0,Allen Solly — Delhi Inner Circle,Wow experience great collection everything is good ambience is also very nice 👍👍👍👍👍 …,Positive,General Feedback,https://www.google.com/maps/place/Allen+Solly/data=!4m7!3m6!1s0x390ce25da728a3f1:0xf2ca5d318cdf25e9!8m2!3d28.5702588!4d77.241282!16s%2Fg%2F12hxk5lzt!19sChIJ8aMop13iDDkR6SXfjDFdyvI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.637096+00:00,f9182d2494f15cc5
Allen Solly,Google,Fit & Sizing,,1.0,Allen Solly — Delhi Inner Circle,"I had a terrible experience. The workers judged me based on my clothes. When I asked them to show me some good suits, they weren't willing. Even while showing outfits, they laughed at me. Their treatment of customers was seriously …",Positive,Complaint,https://www.google.com/maps/place/Allen+Solly/data=!4m7!3m6!1s0x390ce25da728a3f1:0xf2ca5d318cdf25e9!8m2!3d28.5702588!4d77.241282!16s%2Fg%2F12hxk5lzt!19sChIJ8aMop13iDDkR6SXfjDFdyvI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.637108+00:00,35d48b9c55708738
Allen Solly,Google,Product Quality,,4.0,Allen Solly — Delhi Inner Circle,"I recently bought flared trousers and satin shirt. The quality is really good. It’s a bit expensive but I hope it would last long. The store has good variety of clothes, bags and footwear.",Positive,General Feedback,https://www.google.com/maps/place/Allen+Solly/data=!4m7!3m6!1s0x390ce25da728a3f1:0xf2ca5d318cdf25e9!8m2!3d28.5702588!4d77.241282!16s%2Fg%2F12hxk5lzt!19sChIJ8aMop13iDDkR6SXfjDFdyvI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.637119+00:00,3462cbcda137671c
Allen Solly,Google,Fit & Sizing,,4.0,Allen Solly — Delhi Inner Circle,I came to shop at CP branch for office formals and had a satisfactory experience. The store staff was patient and courteous. The alterations tailor was also able to advise on size and fittings. Overall a positive experience for me.,Positive,General Feedback,https://www.google.com/maps/place/Allen+Solly/data=!4m7!3m6!1s0x390ce25da728a3f1:0xf2ca5d318cdf25e9!8m2!3d28.5702588!4d77.241282!16s%2Fg%2F12hxk5lzt!19sChIJ8aMop13iDDkR6SXfjDFdyvI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.637139+00:00,57959d93b4e49d9a
Allen Solly,Google,Pricing,,1.0,Allen Solly — Delhi Inner Circle,Not much products...no variety...also no policy to apply voucher we baught.. online price was less and store price was high,Negative,General Feedback,https://www.google.com/maps/place/Allen+Solly/data=!4m7!3m6!1s0x390ce25da728a3f1:0xf2ca5d318cdf25e9!8m2!3d28.5702588!4d77.241282!16s%2Fg%2F12hxk5lzt!19sChIJ8aMop13iDDkR6SXfjDFdyvI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.637148+00:00,9c61fec84771aecd
Allen Solly,Google,Store Experience,,4.0,Allen Solly — Delhi Inner Circle,I went there to shop sweatshirt for my wife but I ended up buying sweaters as there were more options available for the same. More vibrant colour options were there to shop. In all I loved shopping there.,Positive,General Feedback,https://www.google.com/maps/place/Allen+Solly/data=!4m7!3m6!1s0x390ce25da728a3f1:0xf2ca5d318cdf25e9!8m2!3d28.5702588!4d77.241282!16s%2Fg%2F12hxk5lzt!19sChIJ8aMop13iDDkR6SXfjDFdyvI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.637156+00:00,63c9ab0cd241433f
Allen Solly,Google,Pricing,,4.0,Allen Solly — Delhi Inner Circle,"Good quality clothes at decent prices. Once you become a member of their rewards program,  they keep sending exclusive offers for you.",Positive,Recommendation,https://www.google.com/maps/place/Allen+Solly/data=!4m7!3m6!1s0x390ce25da728a3f1:0xf2ca5d318cdf25e9!8m2!3d28.5702588!4d77.241282!16s%2Fg%2F12hxk5lzt!19sChIJ8aMop13iDDkR6SXfjDFdyvI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.637165+00:00,1db3db93b1d2471b
Allen Solly,Google,Store Experience,,5.0,Allen Solly — Delhi Inner Circle,Good store. Nice staff. Very nice collection.,Positive,General Feedback,https://www.google.com/maps/place/Allen+Solly/data=!4m7!3m6!1s0x390ce25da728a3f1:0xf2ca5d318cdf25e9!8m2!3d28.5702588!4d77.241282!16s%2Fg%2F12hxk5lzt!19sChIJ8aMop13iDDkR6SXfjDFdyvI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.637174+00:00,40ec8a3c2f1fe9a5
